customer_id,age,gender,city,tenure_months,contract_type,phone_service,internet_service,online_security,tech_support,streaming_tv,monthly_charges,total_charges,payment_method,paperless_billing,num_support_tickets,avg_resolution_time,satisfaction_score,churn
7517,65,Male,Medan,4,Month-to-month,1,DSL,0,0,1,38.95,21.45,Electronic check,1,2,1.0,1.8,1
7518,38,Male,Surabaya,72,One year,1,Fiber optic,0,1,1,78.26,5770.57,Electronic check,1,1,2.1,1.4,0
7519,18,Male,Jakarta,20,One year,1,DSL,0,0,0,55.51,961.13,Electronic check,0,2,0.5,2.6,0
7520,50,Male,Surabaya,48,Month-to-month,0,Fiber optic,0,0,1,54.09,2582.36,Bank transfer,1,1,0.6,,1
7521,54,Female,Semarang,5,Month-to-month,1,Fiber optic,0,0,1,27.37,210.82,Electronic check,1,0,12.7,7.4,1
7522,21,Male,Bandung,39,Month-to-month,1,DSL,0,0,1,231.27,9131.03,Electronic check,1,1,3.2,5.5,1
7523,44,Male,Surabaya,12,Month-to-month,1,No,0,1,1,72.45,862.83,Mailed check,0,0,1.1,3.0,1
7524,47,Female,Jakarta,4,Two year,1,No,0,0,1,52.96,160.85,Electronic check,0,2,0.3,2.6,1
7525,41,Female,Medan,34,Month-to-month,1,DSL,0,0,1,116.9,3989.73,Credit card,1,1,12.4,3.1,1
7526,31,Female,Makassar,34,One year,1,Fiber optic,0,0,0,177.6,5888.44,Mailed check,1,1,0.3,,0
7527,55,Male,Medan,72,One year,1,Fiber optic,0,1,0,157.01,11075.88,Mailed check,1,1,,3.6,0
7528,36,Female,Semarang,36,Month-to-month,1,Fiber optic,0,0,1,200.56,7220.9,Electronic check,1,1,0.3,3.6,1
7529,22,Female,Bandung,3,Month-to-month,1,Fiber optic,0,1,1,85.93,282.31,Bank transfer,1,2,1.3,1.8,1
7530,18,Male,Medan,9,Month-to-month,1,DSL,0,1,0,142.59,1289.93,Bank transfer,1,1,4.1,3.9,1
7531,58,Female,Makassar,14,One year,1,No,0,0,1,67.4,966.31,Mailed check,1,1,6.8,2.6,0
7532,50,Female,Semarang,3,Month-to-month,1,DSL,0,0,1,148.29,588.27,Electronic check,1,3,0.5,1.4,1
7533,43,Male,Makassar,37,Month-to-month,1,DSL,0,1,0,135.63,5021.5,Electronic check,0,1,0.3,2.5,1
7534,36,Male,Surabaya,17,Month-to-month,1,Fiber optic,0,0,1,77.04,1354.89,Electronic check,0,0,2.2,3.8,1
7535,35,Male,Makassar,69,Month-to-month,1,Fiber optic,0,0,1,34.65,2344.92,Credit card,1,1,3.4,0.6,1
7536,28,Male,Medan,21,Month-to-month,1,No,0,1,1,58.37,1105.39,Electronic check,0,0,5.7,6.8,1
7537,36,Female,Makassar,17,Month-to-month,1,Fiber optic,0,1,0,86.08,1543.97,Credit card,0,1,0.3,2.8,0
7538,18,Male,Jakarta,1,Month-to-month,1,DSL,0,0,1,48.38,0.0,Credit card,1,2,1.6,3.9,1
7539,32,Female,Medan,3,One year,1,No,0,0,0,110.93,149.52,Electronic check,1,2,3.2,4.1,1
7540,37,Female,Makassar,45,Month-to-month,0,Fiber optic,0,0,0,82.41,3877.11,Electronic check,1,1,0.3,1.5,1
7541,49,Female,Jakarta,72,One year,1,No,0,0,0,68.41,4981.36,Mailed check,1,3,5.6,3.1,0
7542,41,Male,Medan,12,One year,1,DSL,1,0,0,51.03,642.2,Electronic check,1,6,6.0,3.3,1
7543,52,Male,Makassar,39,Two year,1,DSL,0,1,1,35.42,1568.62,Credit card,1,3,1.0,0.5,0
7544,59,Male,Jakarta,23,Month-to-month,1,Fiber optic,0,0,0,50.3,1220.88,Electronic check,1,5,1.7,1.6,1
7545,55,Male,Surabaya,72,Month-to-month,1,Fiber optic,0,1,0,25.06,1717.46,Credit card,1,5,4.1,,1
7546,48,Male,Bandung,6,Two year,0,DSL,0,0,0,54.15,260.46,Bank transfer,0,0,3.5,4.5,0
7547,42,Female,Bandung,18,Two year,1,Fiber optic,1,1,0,110.57,2136.52,Mailed check,0,2,1.4,3.4,0
7548,29,Male,Jakarta,12,Month-to-month,1,DSL,0,0,1,110.13,1306.33,Bank transfer,0,0,1.6,4.6,1
7549,51,Female,Jakarta,18,Month-to-month,1,DSL,1,0,1,67.83,1214.19,Electronic check,1,2,2.6,2.1,1
7550,63,Male,Jakarta,7,Two year,0,Fiber optic,0,0,1,95.89,530.78,Bank transfer,0,4,2.5,3.2,1
7551,46,Female,Jakarta,16,Month-to-month,1,No,0,0,0,60.79,909.62,Electronic check,1,3,6.7,1.2,1
7552,66,Female,Jakarta,23,Two year,1,DSL,1,0,0,41.07,940.62,Bank transfer,1,2,1.2,3.8,1
7553,22,Male,Semarang,2,Two year,1,Fiber optic,0,1,1,100.68,328.23,Credit card,1,3,0.3,3.0,0
7554,26,Female,Bandung,32,Month-to-month,1,DSL,0,1,1,60.97,2111.18,Mailed check,0,2,1.7,3.2,1
7555,53,Female,Semarang,29,Two year,0,DSL,0,0,0,86.86,2561.84,Mailed check,1,2,,4.8,1
7556,45,Female,Jakarta,50,Month-to-month,1,Fiber optic,0,0,0,88.66,4497.77,Electronic check,0,2,3.7,3.9,1
7557,59,Female,Surabaya,13,One year,1,Fiber optic,0,0,0,32.09,383.51,Bank transfer,1,2,3.2,3.3,0
7558,41,Male,Jakarta,1,Month-to-month,1,DSL,0,0,1,28.58,0.0,Electronic check,1,1,1.9,1.4,1
7559,30,Male,Makassar,14,Month-to-month,1,Fiber optic,1,1,0,22.72,294.46,Electronic check,1,2,3.8,5.3,1
7560,39,Male,Medan,3,One year,1,Fiber optic,0,1,1,89.0,330.45,Electronic check,0,2,3.2,3.3,1
7561,22,Female,Makassar,25,Month-to-month,1,No,0,0,0,50.17,1136.94,Credit card,0,1,7.7,2.1,1
7562,27,Female,Jakarta,1,Two year,0,No,1,0,1,123.71,15.12,Bank transfer,0,3,6.3,1.6,0
7563,54,Female,Semarang,11,Month-to-month,1,DSL,0,1,0,115.65,1352.29,Bank transfer,1,4,2.4,5.3,1
7564,53,Male,Bandung,2,Month-to-month,1,Fiber optic,1,0,0,71.1,0.0,Bank transfer,1,1,2.4,4.2,1
7565,46,Female,Makassar,0,Month-to-month,1,Fiber optic,0,0,0,92.62,0.0,Electronic check,0,1,6.7,0.7,1
7566,19,Female,Bandung,72,Two year,1,No,0,1,0,69.79,5004.48,Credit card,1,1,2.7,3.6,0
7567,37,Male,Bandung,72,Month-to-month,1,DSL,1,0,1,97.39,7244.42,Bank transfer,1,0,0.1,1.1,0
7568,26,Male,Jakarta,19,Two year,1,Fiber optic,1,0,0,100.78,1851.99,Electronic check,0,2,2.8,4.7,0
7569,57,Male,Medan,6,Month-to-month,1,No,0,0,1,65.64,420.92,Credit card,1,1,0.1,3.1,1
7570,34,Female,Jakarta,58,Month-to-month,1,DSL,0,0,1,77.17,4457.38,Mailed check,1,0,4.4,4.9,1
7571,27,Female,Jakarta,61,Two year,1,DSL,0,0,1,38.95,2367.23,Mailed check,1,4,1.7,1.6,0
7572,42,Male,Jakarta,46,Month-to-month,1,Fiber optic,1,0,1,99.28,4353.25,Electronic check,0,1,5.4,2.5,1
7573,33,Male,Palembang,18,Month-to-month,1,No,0,0,1,67.56,1359.03,Bank transfer,1,1,3.8,2.7,1
7574,61,Female,Jakarta,1,Two year,1,Fiber optic,0,0,0,80.06,0.0,Mailed check,1,1,4.1,3.8,1
7575,32,Female,Makassar,2,One year,1,Fiber optic,1,1,1,65.38,0.0,Electronic check,1,1,,2.5,0
7576,23,Female,Palembang,54,One year,1,DSL,1,1,0,58.96,3423.16,Bank transfer,1,4,1.8,4.5,0
7577,18,Female,Palembang,50,Two year,1,Fiber optic,1,0,1,94.79,4697.59,Electronic check,0,2,15.5,0.8,0
7578,41,Male,Makassar,13,Month-to-month,1,DSL,0,0,0,117.15,1661.65,Mailed check,1,3,3.1,3.0,1
7579,34,Female,Makassar,9,Two year,1,DSL,0,0,1,70.85,521.89,Bank transfer,1,2,1.6,3.1,1
7580,23,Male,Jakarta,24,One year,0,Fiber optic,0,0,1,32.21,869.57,Electronic check,1,1,3.5,3.8,0
7581,57,Female,Jakarta,39,One year,1,DSL,0,1,0,88.22,3528.34,Bank transfer,0,3,5.3,5.9,0
7582,50,Male,Medan,31,Month-to-month,1,DSL,1,1,1,70.8,2174.09,Electronic check,1,1,5.8,1.0,1
7583,41,Female,Surabaya,22,Two year,1,Fiber optic,0,0,1,78.27,1742.56,Electronic check,0,5,1.3,7.2,0
7584,59,Male,Jakarta,6,One year,1,Fiber optic,0,0,0,45.13,185.61,Mailed check,0,4,0.1,3.8,0
7585,50,Female,Medan,7,Month-to-month,1,Fiber optic,0,1,0,264.12,1951.63,Mailed check,1,1,,0.8,1
7586,31,Male,Bandung,30,One year,1,No,0,0,0,149.96,4489.19,Electronic check,0,2,1.1,2.4,1
7587,28,Male,Makassar,38,Month-to-month,1,DSL,0,1,1,44.87,1556.38,Mailed check,1,1,4.8,4.7,1
7588,52,Female,Bandung,2,One year,0,DSL,0,1,0,57.82,174.86,Electronic check,1,1,0.3,2.0,0
7589,47,Male,Bandung,4,Two year,1,Fiber optic,0,0,0,129.02,528.34,Bank transfer,1,1,1.2,4.3,1
7590,44,Female,Surabaya,27,Month-to-month,1,DSL,0,0,0,150.25,4073.49,Bank transfer,1,0,0.4,3.0,1
7591,30,Female,Surabaya,11,Two year,1,No,1,0,1,65.61,558.33,Electronic check,1,0,1.9,2.4,0
7592,49,Male,Palembang,19,Month-to-month,1,Fiber optic,0,0,1,42.45,1001.65,Electronic check,0,2,0.8,3.6,1
7593,32,Female,Jakarta,22,Month-to-month,1,DSL,0,0,1,91.67,2009.2,Electronic check,1,1,1.6,2.1,1
7594,40,Female,Surabaya,35,Month-to-month,1,Fiber optic,0,0,1,31.39,1105.2,Mailed check,1,1,11.2,0.7,0
7595,60,Female,Medan,39,Month-to-month,1,DSL,1,0,1,41.2,1602.88,Bank transfer,0,1,1.6,1.4,1
7596,33,Female,Surabaya,7,One year,1,DSL,0,0,0,60.41,524.85,Bank transfer,1,2,2.6,2.6,0
7597,21,Male,Jakarta,18,Two year,1,Fiber optic,0,0,0,94.18,1815.73,Electronic check,0,3,0.3,2.0,1
7598,28,Male,Jakarta,3,Month-to-month,1,Fiber optic,1,0,0,44.8,172.01,Credit card,1,3,1.3,3.3,1
7599,54,Female,Jakarta,44,Month-to-month,1,Fiber optic,0,0,0,151.72,6834.44,Credit card,1,2,1.1,3.9,1
7600,45,Male,Jakarta,44,One year,0,Fiber optic,1,1,0,53.21,2381.93,Credit card,0,3,1.3,6.6,0
7601,40,Male,Makassar,8,One year,0,Fiber optic,0,0,1,81.08,621.07,Bank transfer,1,4,8.4,6.9,0
7602,35,Male,Bandung,4,Two year,1,DSL,0,1,1,68.36,212.15,Mailed check,0,1,0.0,3.5,0
7603,48,Male,Jakarta,1,Month-to-month,1,No,0,0,0,85.65,108.47,Mailed check,1,4,0.2,3.2,1
7604,30,Female,Surabaya,20,Two year,1,DSL,0,0,0,55.5,809.87,Credit card,1,1,2.0,2.3,0
7605,45,Female,Jakarta,2,Month-to-month,1,DSL,0,0,0,42.89,69.12,Electronic check,1,2,5.6,3.3,1
7606,32,Female,Makassar,27,Month-to-month,1,Fiber optic,0,0,0,69.29,1845.78,Credit card,0,0,0.1,5.7,0
7607,30,Female,Surabaya,27,Two year,1,No,0,0,0,28.87,703.96,Electronic check,1,2,4.4,2.4,0
7608,33,Male,Palembang,22,Month-to-month,1,DSL,1,1,0,33.54,734.6,Electronic check,0,2,10.8,4.1,1
7609,37,Male,Jakarta,50,One year,1,Fiber optic,0,1,0,101.67,5126.66,Mailed check,0,1,5.7,3.3,0
7610,41,Male,Makassar,11,One year,1,Fiber optic,0,0,0,92.62,1076.59,Bank transfer,0,0,9.4,5.7,0
7611,45,Female,Jakarta,55,Month-to-month,1,Fiber optic,0,0,1,153.01,8427.1,Bank transfer,1,2,3.1,0.5,1
7612,18,Male,Jakarta,0,One year,1,DSL,0,0,0,46.18,6.13,Electronic check,1,1,2.9,1.6,0
7613,31,Male,Jakarta,2,One year,1,Fiber optic,0,1,0,88.37,342.86,Mailed check,1,0,12.5,3.3,0
7614,36,Female,Bandung,12,Month-to-month,1,DSL,1,0,0,51.38,772.59,Mailed check,1,1,1.3,6.6,0
7615,61,Female,Jakarta,21,One year,0,DSL,1,0,0,163.02,3376.56,Electronic check,0,2,1.9,5.9,1
7616,27,Male,Surabaya,0,Two year,1,Fiber optic,1,0,1,79.32,113.88,Mailed check,1,1,0.3,0.9,1
7617,44,Male,Semarang,20,Month-to-month,1,Fiber optic,0,0,0,57.32,1065.34,Bank transfer,1,2,2.0,3.3,1
7618,61,Female,Jakarta,8,Two year,1,No,0,0,0,91.74,736.62,Bank transfer,0,0,6.2,2.7,1
7619,24,Female,Jakarta,52,Month-to-month,1,DSL,0,0,1,42.99,2156.78,Mailed check,1,1,2.8,5.9,1
7620,47,Male,Makassar,18,Month-to-month,1,Fiber optic,0,0,0,109.62,2030.42,Mailed check,0,1,2.8,0.7,1
7621,31,Male,Surabaya,21,One year,1,DSL,0,0,0,105.85,2145.0,Bank transfer,1,3,1.1,5.6,1
7622,35,Female,Makassar,69,Month-to-month,1,Fiber optic,0,1,1,54.7,3780.78,Bank transfer,1,1,0.1,1.7,1
7623,31,Female,Surabaya,34,Two year,1,Fiber optic,1,1,1,99.31,3396.16,Bank transfer,1,1,2.6,1.4,0
7624,32,Female,Surabaya,13,Two year,1,Fiber optic,0,0,0,30.07,314.45,Mailed check,0,0,1.4,1.8,0
7625,77,Male,Jakarta,15,Two year,1,Fiber optic,0,1,0,39.25,639.83,Bank transfer,0,1,8.2,0.7,0
7626,52,Female,Makassar,25,One year,0,Fiber optic,0,0,0,73.48,1985.4,Credit card,0,1,0.8,0.2,0
7627,56,Male,Makassar,5,Two year,0,Fiber optic,0,1,0,205.32,1053.16,Electronic check,0,1,0.1,2.0,0
7628,48,Male,Palembang,2,One year,1,Fiber optic,0,0,0,41.3,129.18,Bank transfer,1,2,9.7,2.1,0
7629,21,Female,Surabaya,8,Month-to-month,1,No,0,1,1,124.57,1152.74,Credit card,0,1,3.6,0.7,1
7630,47,Female,Semarang,36,Two year,1,DSL,0,0,0,62.25,2182.38,Bank transfer,1,2,0.8,6.6,1
7631,55,Female,Surabaya,7,Month-to-month,1,DSL,0,0,0,60.63,500.58,Electronic check,0,2,1.7,1.7,1
7632,30,Male,Surabaya,3,Month-to-month,1,Fiber optic,0,0,1,35.89,139.12,Electronic check,0,0,7.8,1.7,1
7633,54,Female,Makassar,5,Month-to-month,1,Fiber optic,0,0,0,77.31,428.19,Credit card,0,1,1.5,1.4,1
7634,51,Male,Jakarta,27,Two year,1,Fiber optic,1,1,1,63.79,1748.4,Electronic check,1,0,3.6,1.9,0
7635,66,Female,Jakarta,22,Month-to-month,1,DSL,0,0,1,59.17,1277.02,Electronic check,0,5,0.4,1.3,1
7636,36,Male,Jakarta,27,Month-to-month,1,No,0,0,0,34.36,898.64,Bank transfer,1,0,1.3,2.2,0
7637,27,Female,Semarang,9,Month-to-month,1,Fiber optic,0,0,1,94.84,921.54,Credit card,1,0,1.0,0.5,1
7638,37,Female,Surabaya,55,Month-to-month,1,Fiber optic,1,1,1,44.02,2561.18,Credit card,0,1,1.1,4.4,0
7639,60,Male,Surabaya,14,Month-to-month,1,Fiber optic,1,1,1,56.59,797.5,Mailed check,0,1,1.6,1.0,1
7640,18,Male,Palembang,17,One year,1,Fiber optic,0,0,0,79.17,1413.39,Credit card,1,1,7.8,3.7,1
7641,18,Female,Surabaya,71,Month-to-month,1,No,1,0,1,37.19,2699.73,Mailed check,0,0,1.5,2.8,0
7642,43,Female,Jakarta,72,One year,0,Fiber optic,0,1,1,46.84,3443.54,Mailed check,1,2,0.4,2.4,0
7643,36,Male,Medan,26,Month-to-month,1,DSL,1,1,0,73.44,1844.79,Bank transfer,0,1,5.3,2.3,1
7644,42,Male,Semarang,69,Month-to-month,1,No,0,1,1,104.73,7222.49,Credit card,0,0,1.7,7.0,1
7645,54,Male,Jakarta,18,Two year,1,Fiber optic,0,0,1,95.61,1625.91,Electronic check,0,1,9.5,0.4,0
7646,34,Female,Bandung,8,Month-to-month,1,DSL,0,1,1,57.22,450.7,Bank transfer,1,0,0.3,2.1,0
7647,18,Male,Jakarta,9,Month-to-month,1,Fiber optic,0,0,1,36.26,259.41,Electronic check,1,1,1.4,1.6,1
7648,68,Male,Bandung,19,Two year,1,DSL,1,1,1,39.33,759.52,Electronic check,1,1,1.8,2.7,0
7649,29,Female,Jakarta,22,Month-to-month,1,Fiber optic,1,0,0,55.3,1053.14,Credit card,0,1,3.3,0.8,1
7650,28,Female,Jakarta,13,Month-to-month,1,No,0,0,0,57.52,679.86,Credit card,0,0,0.1,4.6,1
7651,56,Male,Surabaya,51,Month-to-month,1,Fiber optic,0,1,0,53.6,2687.73,Mailed check,1,2,5.0,6.6,1
7652,37,Female,Palembang,13,Month-to-month,0,Fiber optic,0,0,1,66.65,899.15,Electronic check,1,1,1.3,0.2,1
7653,41,Female,Medan,7,Month-to-month,1,No,0,1,1,117.46,695.98,Credit card,0,0,11.6,3.9,1
7654,48,Male,Palembang,0,Two year,0,No,1,0,0,83.15,16.26,Mailed check,1,0,0.8,2.7,1
7655,56,Male,Medan,72,Month-to-month,1,DSL,0,1,0,26.24,1854.87,Mailed check,1,0,1.0,2.7,0
7656,37,Female,Jakarta,41,Month-to-month,1,Fiber optic,0,0,1,107.77,4430.1,Credit card,1,2,3.7,1.2,1
7657,61,Male,Jakarta,22,Two year,1,No,0,0,0,114.96,2550.72,Mailed check,1,0,10.0,1.3,0
7658,18,Male,Makassar,42,Month-to-month,1,DSL,0,0,1,40.76,1780.99,Electronic check,0,2,3.0,2.4,1
7659,51,Male,Medan,39,Month-to-month,1,DSL,0,1,0,72.13,2903.67,Bank transfer,0,4,3.0,2.8,1
7660,31,Female,Palembang,64,One year,1,Fiber optic,0,0,1,148.49,9422.79,Bank transfer,0,2,13.2,3.8,0
7661,59,Female,Jakarta,11,Month-to-month,1,DSL,1,0,0,164.54,1866.98,Electronic check,1,0,0.4,2.0,1
7662,43,Female,Jakarta,19,Month-to-month,1,DSL,0,0,0,51.76,862.87,Electronic check,1,1,0.3,3.0,1
7663,33,Male,Surabaya,2,One year,1,Fiber optic,0,0,0,107.45,241.21,Credit card,1,1,3.2,2.4,1
7664,50,Female,Jakarta,72,Two year,1,DSL,0,0,1,51.48,3726.24,Electronic check,1,4,0.4,1.1,0
7665,53,Female,Jakarta,72,Month-to-month,1,Fiber optic,0,0,0,93.17,6721.54,Bank transfer,1,1,0.3,1.6,1
7666,50,Male,Surabaya,37,One year,1,DSL,0,0,0,26.36,889.19,Bank transfer,0,2,1.9,1.4,0
7667,28,Female,Medan,14,Month-to-month,1,DSL,0,0,0,40.68,563.68,Mailed check,0,2,9.7,8.1,1
7668,35,Male,Jakarta,16,Month-to-month,1,Fiber optic,0,0,1,71.38,1085.37,Electronic check,0,1,3.2,6.5,1
7669,41,Female,Jakarta,13,Month-to-month,1,Fiber optic,0,0,0,89.67,1136.24,Credit card,1,0,0.5,2.1,1
7670,41,Male,Medan,8,Month-to-month,1,No,1,1,0,50.42,577.17,Electronic check,1,1,1.8,4.6,1
7671,51,Female,Surabaya,18,Month-to-month,1,Fiber optic,0,1,0,132.71,2410.03,Electronic check,0,3,2.9,1.4,1
7672,18,Female,Bandung,1,Two year,1,DSL,1,1,1,80.96,172.38,Electronic check,1,4,4.5,3.2,0
7673,46,Female,Surabaya,72,Two year,1,DSL,0,1,1,168.4,12320.64,Credit card,0,0,4.9,1.6,0
7674,38,Male,Makassar,13,One year,1,Fiber optic,1,1,1,53.68,615.86,Mailed check,1,5,1.6,2.9,0
7675,31,Male,Bandung,62,Month-to-month,1,Fiber optic,0,1,1,87.83,5334.15,Mailed check,1,4,2.7,1.9,1
7676,32,Male,Palembang,30,One year,1,No,1,1,1,66.44,2130.95,Bank transfer,0,1,1.6,3.3,0
7677,39,Female,Bandung,8,One year,1,No,0,0,0,137.29,973.1,Mailed check,1,0,0.3,2.8,0
7678,18,Female,Jakarta,6,Month-to-month,0,DSL,0,0,1,44.88,173.83,Electronic check,0,5,1.3,2.1,1
7679,32,Male,Surabaya,72,Month-to-month,1,No,0,0,0,90.39,6560.91,Mailed check,1,0,3.8,0.3,0
7680,30,Male,Bandung,35,Month-to-month,1,DSL,0,1,0,38.75,1293.84,Bank transfer,0,3,0.9,3.7,1
7681,48,Female,Bandung,6,Month-to-month,1,Fiber optic,1,0,0,76.51,487.3,Electronic check,0,2,12.3,4.0,1
7682,31,Female,Medan,1,Month-to-month,1,Fiber optic,0,0,1,54.51,105.19,Mailed check,0,0,1.6,0.2,1
7683,39,Male,Jakarta,28,Two year,1,DSL,1,1,1,108.41,2847.73,Credit card,1,0,0.2,5.4,0
7684,62,Male,Medan,8,Month-to-month,1,DSL,0,1,0,84.35,844.0,Credit card,0,1,1.7,5.1,1
7685,54,Male,Semarang,6,Month-to-month,1,Fiber optic,1,0,1,62.27,605.39,Credit card,1,0,0.4,0.4,1
7686,53,Female,Medan,31,Two year,1,Fiber optic,0,0,0,130.4,4031.55,Bank transfer,1,3,11.3,4.8,0
7687,35,Female,Surabaya,27,Month-to-month,1,DSL,0,1,1,76.51,2146.56,Mailed check,1,0,,,1
7688,49,Female,Palembang,15,One year,1,Fiber optic,0,1,1,169.08,2782.8,Mailed check,1,1,5.2,6.0,1
7689,38,Male,Surabaya,68,Month-to-month,1,Fiber optic,0,1,1,27.47,1900.17,Credit card,1,2,0.1,5.3,0
7690,39,Female,Jakarta,27,Month-to-month,1,Fiber optic,1,1,1,53.14,1304.15,Bank transfer,1,0,0.6,2.4,0
7691,47,Male,Makassar,53,Month-to-month,1,Fiber optic,0,0,1,96.17,5129.88,Electronic check,1,1,1.4,1.3,1
7692,34,Male,Jakarta,5,Month-to-month,1,No,1,0,0,121.53,512.91,Electronic check,0,0,4.8,5.0,1
7693,61,Female,Medan,8,One year,1,No,0,0,1,87.89,689.89,Electronic check,0,2,3.0,2.5,1
7694,39,Male,Jakarta,2,Month-to-month,1,No,1,0,0,72.57,269.67,Bank transfer,1,2,1.3,4.5,1
7695,50,Male,Jakarta,8,Month-to-month,1,DSL,1,1,0,46.8,505.08,Mailed check,1,4,2.1,3.6,1
7696,60,Female,Jakarta,72,One year,1,Fiber optic,0,0,0,62.03,4330.39,Bank transfer,0,4,,5.6,0
7697,55,Male,Surabaya,72,Month-to-month,1,Fiber optic,1,0,1,39.98,2935.81,Electronic check,1,3,6.4,2.9,1
7698,23,Female,Jakarta,34,One year,1,No,1,0,0,34.11,1132.55,Bank transfer,0,1,0.5,3.5,0
7699,47,Female,Jakarta,17,Month-to-month,1,Fiber optic,1,1,0,53.67,821.9,Electronic check,1,3,2.8,1.9,1
7700,53,Male,Semarang,36,Two year,0,Fiber optic,0,0,0,31.43,1158.38,Electronic check,1,1,3.2,3.0,0
7701,53,Male,Semarang,19,Month-to-month,0,Fiber optic,1,0,0,104.97,2049.23,Bank transfer,1,1,0.3,0.7,1
7702,27,Male,Semarang,0,Month-to-month,1,DSL,0,1,1,52.11,127.67,Electronic check,0,2,0.3,3.7,1
7703,33,Male,Makassar,16,Month-to-month,0,Fiber optic,0,0,0,89.68,1489.6,Bank transfer,0,0,4.1,1.5,1
7704,54,Male,Surabaya,21,Two year,1,DSL,0,0,1,121.14,2522.68,Credit card,0,4,1.5,1.1,0
7705,32,Female,Makassar,7,Two year,1,DSL,0,1,0,130.68,898.34,Credit card,0,1,1.7,6.6,1
7706,38,Male,Bandung,5,Month-to-month,1,DSL,1,0,0,74.94,517.22,Bank transfer,0,2,3.7,4.1,1
7707,62,Male,Surabaya,7,One year,1,DSL,0,0,1,101.15,667.81,Electronic check,1,5,7.5,3.1,1
7708,41,Female,Medan,23,Month-to-month,1,DSL,1,0,0,61.52,1378.65,Electronic check,1,1,1.4,,1
7709,32,Female,Jakarta,3,Month-to-month,1,Fiber optic,0,1,1,119.95,360.6,Credit card,0,3,4.4,2.4,1
7710,30,Female,Semarang,30,Two year,1,No,0,1,0,131.3,3937.09,Electronic check,0,1,0.8,1.8,0
7711,46,Male,Surabaya,13,Month-to-month,1,Fiber optic,0,0,1,52.85,652.97,Electronic check,0,1,1.6,5.9,1
7712,24,Female,Jakarta,10,Month-to-month,1,DSL,0,0,0,115.93,1281.99,Credit card,0,2,0.2,3.2,1
7713,38,Female,Jakarta,39,One year,1,DSL,0,0,0,46.44,1843.95,Mailed check,0,2,7.1,1.8,1
7714,46,Male,Jakarta,16,Two year,1,Fiber optic,1,0,1,118.13,2057.58,Credit card,1,2,17.4,1.5,0
7715,58,Male,Makassar,11,Month-to-month,1,No,0,1,0,68.35,913.2,Mailed check,0,1,3.8,2.3,0
7716,50,Male,Palembang,50,Month-to-month,1,DSL,0,0,0,57.69,2942.12,Electronic check,0,1,8.4,1.5,1
7717,32,Female,Surabaya,11,Month-to-month,1,Fiber optic,0,1,0,69.52,744.4,Bank transfer,1,3,1.3,3.5,1
7718,57,Male,Jakarta,47,Month-to-month,1,Fiber optic,0,1,0,47.31,2086.76,Bank transfer,0,0,3.6,3.7,1
7719,38,Female,Jakarta,16,Month-to-month,1,No,1,0,0,93.77,1438.65,Bank transfer,0,2,0.2,2.0,1
7720,25,Female,Makassar,5,Two year,0,Fiber optic,0,0,1,85.44,578.0,Electronic check,0,0,2.0,0.7,0
7721,39,Female,Jakarta,22,Month-to-month,1,Fiber optic,1,0,0,53.36,1139.19,Credit card,0,0,5.0,3.5,1
7722,60,Male,Palembang,8,One year,1,DSL,0,0,0,76.63,539.29,Mailed check,0,2,0.2,3.4,1
7723,44,Male,Medan,3,Two year,1,DSL,0,0,0,154.81,580.74,Electronic check,0,4,0.6,7.5,1
7724,42,Male,Makassar,2,One year,1,Fiber optic,1,0,0,61.54,137.45,Bank transfer,1,1,1.1,0.6,1
7725,63,Male,Bandung,6,Month-to-month,1,Fiber optic,0,0,0,34.62,204.87,Electronic check,1,1,6.3,5.7,1
7726,23,Female,Medan,32,One year,1,No,0,1,0,56.53,1887.75,Bank transfer,0,1,0.1,2.6,0
7727,25,Male,Bandung,43,Two year,1,Fiber optic,0,0,0,94.53,3947.35,Electronic check,1,1,1.6,1.1,0
7728,20,Male,Makassar,47,Month-to-month,1,DSL,0,0,1,64.32,2987.24,Credit card,1,0,0.4,,1
7729,46,Male,Makassar,7,Month-to-month,0,Fiber optic,0,0,0,59.47,538.32,Electronic check,1,1,0.0,2.8,1
7730,44,Male,Bandung,25,Month-to-month,1,Fiber optic,0,0,0,123.99,3139.99,Mailed check,1,1,2.8,3.2,1
7731,62,Female,Medan,6,Month-to-month,1,Fiber optic,0,0,0,63.09,451.11,Electronic check,1,2,3.1,1.7,1
7732,45,Female,Palembang,23,Month-to-month,1,No,0,1,0,42.73,1115.05,Bank transfer,1,2,9.6,2.6,1
7733,36,Female,Palembang,52,One year,1,DSL,1,0,0,36.58,2004.96,Electronic check,1,1,2.7,1.2,0
7734,42,Male,Medan,1,One year,1,Fiber optic,1,0,1,72.24,37.27,Bank transfer,1,3,3.2,2.3,1
7735,43,Female,Jakarta,72,Month-to-month,1,DSL,0,1,1,93.16,6717.73,Bank transfer,1,0,2.7,3.4,0
7736,20,Female,Jakarta,42,One year,1,DSL,1,1,1,117.66,4759.49,Mailed check,1,0,1.3,1.9,0
7737,77,Male,Makassar,34,Month-to-month,1,DSL,0,0,0,85.41,3063.22,Mailed check,1,1,0.4,6.0,1
7738,48,Male,Jakarta,28,One year,1,Fiber optic,1,0,0,67.48,1935.21,Credit card,1,1,0.6,1.6,0
