applicant_id,age,annual_income,employment_years,credit_history_years,num_credit_accounts,debt_to_income_ratio,credit_utilization,late_payments_12m,max_delinquency_days,recent_inquiries,bankruptcy_history,credit_score,risk_category
7116,53,32099.48,4.8,1.0,6,0.178,0.251,2,0,2,0,499,Risky
7117,51,79338.77,2.3,2.3,13,0.019,0.446,1,30,0,0,565,Very Poor
7118,58,104022.92,2.2,3.8,12,0.266,0.29,1,0,1,0,628,Poor
7119,40,9985.37,11.6,0.3,6,0.51,0.336,0,0,0,0,525,Risky
7120,22,9245.63,4.9,2.1,4,0.154,0.189,0,0,2,0,494,Risky
7121,25,163756.41,5.9,0.9,7,0.232,0.09,0,30,2,0,604,Poor
7122,42,59025.5,1.3,6.0,11,0.096,0.214,0,0,0,0,600,Very Poor
7123,34,125526.96,0.0,0.7,12,0.191,0.233,2,90,1,0,541,Risky
7124,27,123536.4,4.5,8.3,10,0.297,0.142,4,0,1,0,587,Very Poor
7125,52,115115.07,4.6,8.5,6,0.338,0.341,0,0,1,0,627,Poor
7126,24,266473.66,7.7,19.5,8,0.075,0.206,1,0,0,0,720,Good
7127,44,90171.56,4.4,3.8,10,0.124,0.144,2,30,3,0,626,Poor
7128,46,39899.76,5.7,2.3,9,0.213,0.298,1,30,2,0,519,Risky
7129,47,36357.52,5.5,1.2,7,0.148,0.507,1,60,0,0,529,Risky
7130,42,57901.19,3.3,2.5,7,0.259,0.55,5,0,2,0,496,Risky
7131,50,77495.9,4.1,13.5,9,0.088,0.078,0,0,1,0,683,Fair
7132,56,14239.0,3.4,16.3,5,0.106,0.333,1,60,2,0,556,Very Poor
7133,40,44025.04,3.7,2.6,5,0.494,0.425,3,0,0,0,552,Very Poor
7134,50,7340.04,4.3,1.4,10,0.416,0.368,1,0,3,0,397,Risky
7135,40,35646.86,5.8,2.0,12,0.41,0.284,1,0,0,0,586,Very Poor
7136,50,265237.14,8.8,10.3,11,0.173,0.64,1,0,2,0,654,Fair
7137,37,36929.57,5.9,2.6,5,0.294,0.359,0,0,0,0,612,Poor
7138,46,136238.16,17.4,2.8,8,0.511,0.255,2,0,2,0,526,Risky
7139,50,12705.31,10.6,12.6,6,0.146,0.362,1,0,4,0,517,Risky
7140,21,34358.73,1.4,0.7,8,0.464,0.404,2,0,1,0,504,Risky
7141,38,146538.01,3.7,4.4,9,0.183,0.125,1,90,4,0,571,Very Poor
7142,32,39654.36,0.3,1.5,7,0.081,0.236,1,0,1,0,508,Risky
7143,21,103742.21,2.4,7.0,8,0.381,0.497,2,0,0,0,623,Poor
7144,36,131767.41,8.3,1.7,4,0.276,0.38,3,0,2,0,563,Very Poor
7145,44,23503.36,2.2,3.3,6,0.411,0.179,0,30,0,0,558,Very Poor
7146,30,58362.69,4.3,2.8,8,0.248,0.076,2,0,1,0,568,Very Poor
7147,46,14592.64,3.7,2.7,8,0.247,0.345,0,30,0,0,544,Risky
7148,34,28574.75,4.3,6.1,13,0.032,0.333,2,0,2,0,477,Risky
7149,21,74410.83,2.8,5.3,6,0.528,0.363,0,120,0,0,534,Risky
7150,28,234125.15,5.5,0.6,6,0.185,0.415,2,0,1,0,608,Poor
7151,45,28837.87,2.1,7.5,5,0.199,0.184,1,0,1,0,580,Very Poor
7152,21,35982.67,2.6,0.8,11,0.294,0.094,2,0,0,0,494,Risky
7153,53,40191.31,0.1,13.6,11,0.654,0.374,2,0,3,1,433,Risky
7154,38,24329.75,4.9,9.9,7,0.474,0.452,1,0,1,0,546,Risky
7155,36,145368.66,9.4,10.9,7,0.116,0.433,0,0,2,0,688,Fair
7156,56,34710.61,0.2,8.4,3,0.104,0.494,3,0,3,0,499,Risky
7157,32,34929.83,6.7,20.1,8,0.49,0.036,1,30,3,0,599,Very Poor
7158,42,60928.58,3.8,8.0,5,0.181,0.335,1,30,1,0,572,Very Poor
7159,32,43137.88,8.6,16.0,6,0.214,0.37,2,0,3,0,614,Poor
7160,24,107810.66,7.6,3.9,10,0.658,0.292,4,0,1,0,589,Very Poor
7161,29,3906.66,1.7,1.8,9,0.296,0.279,1,0,3,0,423,Risky
7162,35,159968.18,2.6,1.0,6,0.149,0.512,0,0,0,0,643,Poor
7163,55,48138.65,4.3,1.2,6,0.11,0.134,1,0,2,0,534,Risky
7164,67,9338.84,3.1,1.8,13,0.138,0.165,0,0,2,0,516,Risky
7165,33,19362.32,11.6,2.0,12,0.162,0.447,0,0,0,0,488,Risky
7166,37,128868.86,4.9,6.0,7,0.261,0.457,1,0,3,0,627,Poor
7167,29,22156.72,21.2,9.3,9,0.32,0.127,0,0,0,0,605,Poor
7168,47,37109.31,2.1,2.4,7,0.615,0.29,0,0,0,0,552,Very Poor
7169,21,57213.06,8.0,15.4,11,0.402,0.556,1,0,1,0,639,Poor
7170,44,134291.4,3.6,0.2,7,0.177,0.599,1,0,0,0,571,Very Poor
7171,70,60563.76,7.4,4.2,4,0.63,0.48,1,0,1,0,572,Very Poor
7172,39,25846.91,1.5,2.6,14,0.268,0.353,0,90,1,0,528,Risky
7173,25,26986.03,0.8,1.4,13,0.271,0.241,1,60,3,0,476,Risky
7174,27,68785.5,1.7,8.8,9,0.213,0.5,1,0,1,0,577,Very Poor
7175,37,87618.17,11.2,12.6,4,0.308,0.568,0,0,1,0,602,Poor
7176,32,107439.21,6.5,16.9,12,0.235,0.311,1,0,0,0,673,Fair
7177,21,33449.54,1.5,3.9,10,0.56,0.167,1,0,1,0,543,Risky
7178,49,38471.8,2.1,10.7,13,0.528,0.391,1,0,1,0,559,Very Poor
7179,37,36262.24,9.1,13.0,6,0.066,0.296,0,30,0,0,625,Poor
7180,46,74790.88,1.9,33.2,4,0.088,0.099,0,0,3,0,761,Excellent
7181,51,28900.27,7.0,6.0,7,0.591,0.097,2,0,0,0,555,Very Poor
7182,42,11025.31,0.2,0.9,10,0.183,0.33,0,0,0,0,525,Risky
7183,58,38392.97,2.3,1.5,13,0.023,0.605,0,0,1,0,542,Risky
7184,30,42731.99,3.8,1.8,8,0.148,0.491,0,0,0,0,564,Very Poor
7185,38,39440.67,1.7,2.5,6,0.168,0.184,1,0,1,0,613,Poor
7186,61,83776.73,2.2,1.2,8,0.219,0.258,3,30,0,0,555,Very Poor
7187,40,109330.78,2.0,2.4,10,0.068,0.404,1,0,1,0,571,Very Poor
7188,55,89512.94,6.1,23.1,5,0.294,0.212,2,0,2,0,659,Fair
7189,26,21574.9,0.1,3.2,11,0.36,0.163,2,60,1,0,507,Risky
7190,31,69993.39,4.8,7.6,7,0.442,0.238,0,0,0,0,613,Poor
7191,54,40980.26,7.0,9.9,7,0.171,0.384,1,30,0,0,569,Very Poor
7192,37,33334.04,0.1,9.5,4,0.172,0.107,3,30,2,0,474,Risky
7193,25,168361.43,1.8,13.7,8,0.266,0.348,0,0,0,0,669,Fair
7194,45,97155.61,2.9,6.3,7,0.096,0.228,1,0,1,0,574,Very Poor
7195,62,33140.94,4.6,5.7,9,0.322,0.331,1,0,1,0,511,Risky
7196,38,173800.91,1.7,3.7,11,0.365,0.231,0,90,1,0,558,Very Poor
7197,50,21513.2,22.8,7.2,8,0.343,0.283,1,90,1,0,516,Risky
7198,22,48745.26,3.8,0.5,8,0.173,0.171,1,30,1,0,600,Very Poor
7199,36,102951.58,0.5,23.3,12,0.559,0.276,2,60,1,0,640,Poor
7200,36,35352.96,1.1,0.6,10,0.224,0.466,1,0,1,1,428,Risky
7201,26,19489.96,1.7,5.4,7,0.341,0.456,1,0,0,0,564,Very Poor
7202,53,74720.35,3.7,3.3,12,0.143,0.269,0,0,2,0,570,Very Poor
7203,36,52716.15,6.6,7.6,4,0.141,0.253,0,0,0,0,609,Poor
7204,29,38324.26,8.0,1.1,13,0.587,0.371,1,0,0,0,547,Risky
7205,24,19640.68,2.4,0.0,5,0.182,0.21,1,0,0,0,505,Risky
7206,33,80260.87,0.6,0.2,12,0.027,0.403,2,0,1,0,565,Very Poor
7207,50,130402.52,4.0,2.1,12,0.327,0.523,0,0,0,0,601,Poor
7208,21,30114.87,3.2,13.1,8,0.158,0.448,1,0,0,0,631,Poor
7209,41,30566.07,4.8,1.6,13,0.186,0.341,1,30,0,0,540,Risky
7210,44,76641.46,2.9,0.3,7,0.108,0.321,1,30,0,1,491,Risky
7211,42,151777.31,3.0,10.4,11,0.233,0.508,0,0,0,0,719,Good
7212,65,19295.41,3.4,5.5,3,0.423,0.408,1,30,1,0,495,Risky
7213,31,22758.99,4.3,3.7,10,0.096,0.23,1,0,2,0,494,Risky
7214,43,98280.22,7.9,2.6,8,0.219,0.445,1,0,2,0,580,Very Poor
7215,31,98735.87,0.3,7.2,7,0.205,0.468,1,0,0,0,570,Very Poor
7216,27,218821.17,16.1,2.5,4,0.119,0.06,3,0,2,1,497,Risky
7217,57,74414.04,1.0,16.1,13,0.526,0.056,0,0,3,0,655,Fair
7218,21,42375.86,2.4,5.8,6,0.15,0.287,2,0,0,0,569,Very Poor
7219,47,24481.7,10.8,21.0,11,0.284,0.301,0,0,2,0,616,Poor
7220,38,15791.57,13.3,6.5,12,0.206,0.135,1,0,1,0,501,Risky
7221,21,66352.9,3.1,4.9,7,0.3,0.322,0,30,1,0,585,Very Poor
7222,32,66129.24,8.1,2.3,7,0.454,0.355,2,30,0,1,489,Risky
7223,21,60542.8,6.3,7.4,12,0.443,0.347,0,0,1,0,635,Poor
7224,45,149024.36,3.1,2.6,10,0.247,0.262,2,60,2,0,569,Very Poor
7225,31,69614.11,6.4,10.8,9,0.524,0.359,3,30,1,0,549,Risky
7226,45,43848.18,2.1,3.0,9,0.18,0.223,0,0,2,0,590,Very Poor
7227,34,70850.27,8.4,6.1,7,0.344,0.263,2,60,2,0,524,Risky
7228,34,146028.85,11.4,1.0,10,0.126,0.515,1,30,0,0,604,Poor
7229,22,10805.71,5.0,1.0,11,0.177,0.692,2,30,1,0,375,Risky
7230,21,33655.23,11.4,1.9,14,0.289,0.082,1,0,0,0,586,Very Poor
7231,24,106177.78,0.7,4.3,1,0.267,0.426,1,0,0,0,625,Poor
7232,21,83436.64,3.8,1.1,9,0.303,0.507,0,0,0,0,583,Very Poor
7233,62,159643.27,0.0,4.6,8,0.238,0.04,2,0,0,0,621,Poor
7234,33,90695.42,1.4,0.9,5,0.393,0.193,1,90,1,0,514,Risky
7235,33,31490.45,6.7,8.3,11,0.176,0.647,1,0,2,0,510,Risky
7236,55,16089.06,0.9,2.7,5,0.475,0.381,1,0,2,0,489,Risky
7237,26,39510.59,19.6,3.9,9,0.067,0.214,1,0,0,0,600,Very Poor
7238,30,276838.24,5.5,20.2,7,0.59,0.404,3,30,2,0,642,Poor
7239,60,146868.5,5.0,10.3,12,0.084,0.467,0,0,0,0,739,Good
7240,21,11342.73,3.8,1.4,9,0.213,0.1,2,30,2,0,458,Risky
7241,60,26099.1,6.8,5.8,3,0.464,0.185,1,30,0,0,575,Very Poor
7242,21,52851.63,2.1,5.8,9,0.167,0.384,1,60,0,0,539,Risky
7243,24,21066.59,6.1,0.4,7,0.482,0.42,0,0,1,0,572,Very Poor
7244,31,85139.5,2.7,6.8,10,0.26,0.047,2,0,0,1,526,Risky
7245,50,62680.41,21.1,0.1,4,0.285,0.328,0,60,3,0,584,Very Poor
7246,32,37841.2,1.9,11.3,6,0.154,0.32,4,0,1,0,520,Risky
7247,55,101342.21,5.4,3.2,8,0.111,0.317,2,30,1,0,630,Poor
7248,40,54788.5,8.2,18.1,4,0.496,0.277,1,0,0,0,681,Fair
7249,38,51043.25,1.4,4.9,4,0.539,0.429,0,0,0,0,556,Very Poor
7250,47,273400.83,4.1,3.4,6,0.24,0.278,3,0,0,0,640,Poor
7251,40,127683.94,3.1,9.2,7,0.238,0.457,0,0,0,0,670,Fair
7252,53,71449.1,3.2,0.2,9,0.19,0.046,1,0,3,0,561,Very Poor
7253,40,48718.57,3.7,19.3,5,0.511,0.578,0,0,1,0,668,Fair
7254,40,41029.29,2.5,16.5,7,0.517,0.206,1,0,1,0,632,Poor
7255,48,20293.63,0.8,1.7,7,0.203,0.527,1,30,0,0,501,Risky
7256,54,20372.21,4.0,11.2,7,0.169,0.14,1,60,2,0,566,Very Poor
7257,49,12448.05,3.1,8.4,4,0.331,0.308,0,0,1,0,511,Risky
7258,37,152494.69,1.3,2.8,9,0.505,0.4,0,0,3,0,606,Poor
7259,55,24705.86,1.2,1.9,4,0.09,0.119,2,0,2,0,580,Very Poor
7260,38,73177.85,0.5,2.8,10,0.197,0.329,1,0,0,0,594,Very Poor
7261,45,115607.72,0.3,5.3,6,0.211,0.255,2,30,2,0,635,Poor
7262,63,22168.98,7.1,4.3,10,0.162,0.294,3,0,1,0,551,Very Poor
7263,63,55056.49,17.2,30.2,9,0.2,0.568,1,60,0,0,693,Fair
7264,34,100392.2,6.7,4.9,3,0.056,0.413,1,0,1,0,613,Poor
7265,24,55255.41,2.4,7.3,6,0.252,0.292,1,30,4,1,481,Risky
7266,43,339276.2,11.0,11.4,10,0.376,0.446,0,0,0,0,748,Good
7267,60,57283.45,0.5,7.0,9,0.274,0.622,1,0,1,0,601,Poor
7268,27,55558.04,3.2,3.0,7,0.083,0.151,0,60,0,0,643,Poor
7269,27,37077.35,26.8,0.8,7,0.461,0.225,1,0,1,0,526,Risky
7270,27,37294.61,13.2,18.1,9,0.423,0.253,0,0,1,0,633,Poor
7271,44,8612.44,17.9,7.5,13,0.283,0.193,1,90,2,0,452,Risky
7272,54,13764.78,7.5,20.2,15,0.314,0.227,1,30,0,0,662,Fair
7273,51,23050.57,9.0,12.4,15,0.226,0.355,1,60,1,0,577,Very Poor
7274,21,48018.82,0.0,0.9,13,0.116,0.358,0,0,0,0,554,Very Poor
7275,50,31946.55,1.9,11.2,8,0.254,0.385,2,0,0,1,471,Risky
7276,54,125662.74,2.1,4.6,9,0.165,0.232,0,0,0,0,615,Poor
7277,65,48433.87,7.0,5.1,10,0.422,0.054,2,0,2,0,529,Risky
7278,27,55470.58,2.0,20.0,10,0.272,0.189,2,0,2,0,609,Poor
7279,49,46980.64,15.5,22.1,9,0.229,0.189,2,60,0,0,622,Poor
7280,52,110186.2,10.4,11.6,6,0.053,0.146,1,0,2,1,575,Very Poor
7281,45,44221.27,0.3,9.9,10,0.28,0.266,1,30,1,0,603,Poor
7282,64,34335.54,1.5,4.6,7,0.075,0.257,1,90,0,0,485,Risky
7283,40,14254.11,2.8,3.7,10,0.515,0.203,0,0,0,0,526,Risky
7284,65,62609.83,3.9,5.4,6,0.47,0.138,1,0,2,0,583,Very Poor
7285,42,144132.22,5.6,0.8,6,0.231,0.082,1,0,0,0,660,Fair
7286,52,88291.83,1.2,9.1,5,0.373,0.346,0,0,1,0,662,Fair
7287,43,26233.99,8.5,12.0,10,0.25,0.127,2,30,0,0,574,Very Poor
7288,32,16204.6,26.4,2.1,7,0.078,0.155,0,0,0,0,553,Very Poor
7289,55,95270.14,2.4,13.0,10,0.233,0.192,3,60,1,0,538,Risky
7290,43,53784.75,6.7,8.7,7,0.272,0.194,1,0,0,0,582,Very Poor
7291,40,13996.79,5.9,1.5,10,0.41,0.446,0,0,0,0,556,Very Poor
7292,37,90198.65,0.8,10.8,10,0.067,0.303,3,30,1,0,609,Poor
7293,70,24207.09,8.7,5.3,8,0.802,0.136,0,0,1,0,559,Very Poor
7294,44,66130.64,0.5,1.8,9,0.409,0.135,3,90,0,0,500,Risky
7295,49,30815.96,7.4,21.9,10,0.598,0.274,3,60,0,0,529,Risky
7296,51,36829.76,3.3,0.0,9,0.322,0.232,1,0,0,0,511,Risky
7297,36,290578.11,5.3,4.5,10,0.467,0.074,1,0,2,0,652,Fair
7298,25,27718.19,7.2,4.4,9,0.319,0.069,2,60,3,0,485,Risky
7299,48,16827.51,3.6,7.2,5,0.261,0.116,0,30,1,0,514,Risky
7300,38,89963.11,4.6,0.6,6,0.143,0.128,3,0,1,0,552,Very Poor
7301,27,202673.07,2.8,26.0,10,0.517,0.476,2,60,0,0,593,Very Poor
7302,35,143300.0,3.0,3.1,6,0.21,0.115,0,0,2,0,608,Poor
7303,51,52372.96,0.0,5.4,8,0.24,0.23,0,0,0,0,604,Poor
7304,36,61360.25,0.1,0.7,7,0.45,0.401,1,0,1,0,524,Risky
7305,25,57842.49,10.0,9.0,9,0.194,0.434,0,0,1,0,575,Very Poor
7306,31,47527.98,7.3,5.8,6,0.103,0.414,0,0,1,0,562,Very Poor
7307,26,89065.23,3.4,0.0,6,0.073,0.424,0,0,3,0,613,Poor
7308,41,162961.26,0.4,11.4,14,0.113,0.492,5,0,1,0,625,Poor
7309,54,54125.88,0.2,12.3,8,0.306,0.166,1,30,2,0,629,Poor
7310,21,52569.53,3.1,17.6,12,0.668,0.347,0,60,2,0,546,Risky
7311,30,40301.78,5.4,9.1,8,0.351,0.169,1,120,0,0,595,Very Poor
7312,42,9987.16,5.7,4.7,9,0.11,0.15,0,0,1,0,496,Risky
7313,47,21460.94,16.1,0.2,3,0.465,0.216,1,30,1,0,499,Risky
7314,52,59645.94,38.3,5.9,6,0.237,0.357,4,0,1,0,585,Very Poor
7315,57,126934.71,9.5,1.7,7,0.221,0.256,0,0,0,0,656,Fair
7316,26,119958.79,24.0,9.0,6,0.317,0.438,1,0,1,0,617,Poor
7317,33,31379.63,3.2,18.5,7,0.188,0.578,0,0,2,0,629,Poor
7318,28,78896.94,0.6,3.0,8,0.321,0.262,1,30,2,0,556,Very Poor
7319,50,53105.33,2.2,9.5,9,0.176,0.248,1,0,3,0,545,Risky
7320,29,95581.54,3.7,4.4,8,0.122,0.304,1,0,0,0,639,Poor
7321,43,23961.04,3.3,7.8,8,0.241,0.177,2,90,1,0,493,Risky
7322,27,28068.96,3.2,8.7,12,0.35,0.355,0,0,1,0,575,Very Poor
7323,38,103525.94,6.0,17.7,14,0.135,0.207,1,30,1,0,688,Fair
7324,40,53763.65,7.4,1.4,9,0.574,0.188,1,0,1,0,576,Very Poor
7325,36,26050.17,5.3,5.2,10,0.165,0.187,0,0,1,0,577,Very Poor
7326,45,18943.62,3.4,3.3,11,0.419,0.446,0,0,1,0,546,Risky
7327,21,49743.11,3.6,6.0,5,0.195,0.094,1,0,1,0,635,Poor
7328,45,61846.04,23.7,6.9,8,0.191,0.382,1,60,0,0,620,Poor
7329,50,26292.12,6.9,0.0,8,0.082,0.419,1,90,0,0,542,Risky
7330,32,54382.12,3.5,6.1,8,0.244,0.371,1,90,0,0,526,Risky
7331,43,51312.55,3.9,19.3,9,0.129,0.282,0,0,1,0,656,Fair
7332,54,87093.66,10.1,15.5,8,0.058,0.117,1,0,0,0,681,Fair
7333,48,20281.04,2.3,5.5,8,0.547,0.32,1,0,0,1,414,Risky
7334,41,117584.46,5.4,0.3,6,0.325,0.259,1,0,1,0,606,Poor
7335,43,42464.41,1.0,2.2,6,0.456,0.496,0,0,3,0,577,Very Poor
7336,51,28102.23,2.5,1.1,7,0.282,0.378,1,0,0,0,539,Risky
7337,34,164857.32,0.5,2.2,7,0.318,0.295,3,30,1,0,501,Risky
7338,40,22685.07,2.3,1.0,10,0.147,0.218,0,0,1,1,446,Risky
7339,39,54575.93,2.0,2.1,4,0.071,0.171,2,0,0,0,566,Very Poor
7340,35,191781.43,1.0,6.4,11,0.593,0.622,2,0,0,0,617,Poor
7341,23,128507.89,3.5,36.8,9,0.215,0.203,1,0,0,0,772,Excellent
7342,42,33770.04,9.8,0.9,6,0.266,0.29,0,60,0,0,565,Very Poor
7343,51,56864.53,1.8,2.5,6,0.485,0.125,0,0,1,0,596,Very Poor
7344,26,64251.77,4.1,7.1,11,0.02,0.239,1,120,0,0,630,Poor
7345,59,134294.97,0.4,8.2,9,0.248,0.371,1,90,1,0,585,Very Poor
7346,31,51927.77,5.7,9.7,11,0.113,0.29,0,30,0,0,636,Poor
7347,40,28195.42,2.8,1.4,10,0.074,0.203,1,0,2,0,492,Risky
7348,58,65432.46,1.1,1.8,4,0.703,0.438,2,0,0,0,527,Risky
7349,30,71662.3,3.3,11.8,7,0.24,0.181,1,0,2,0,573,Very Poor
7350,37,170785.02,3.3,1.8,13,0.601,0.16,0,0,0,0,673,Fair
7351,33,42863.16,2.4,0.5,6,0.268,0.214,1,0,1,0,595,Very Poor
7352,53,81620.25,1.2,22.4,11,0.026,0.067,2,30,1,0,714,Good
7353,47,170697.56,2.6,12.2,8,0.374,0.28,1,0,3,0,626,Poor
7354,43,63255.74,1.3,23.2,8,0.696,0.313,1,90,0,0,653,Fair
7355,53,94656.69,2.2,4.0,7,0.415,0.361,2,0,1,0,581,Very Poor
7356,21,53965.63,8.1,9.0,5,0.316,0.322,1,0,1,1,488,Risky
7357,46,22068.51,1.4,5.7,10,0.138,0.308,1,0,1,0,583,Very Poor
7358,54,33850.24,1.6,8.9,6,0.12,0.147,2,0,0,0,612,Poor
7359,42,100646.71,6.4,0.9,7,0.137,0.493,2,0,1,0,657,Fair
7360,47,26281.44,4.7,4.1,12,0.347,0.224,1,60,1,0,471,Risky
7361,38,104886.83,7.7,3.1,12,0.528,0.121,0,0,0,1,491,Risky
7362,30,73979.46,0.2,2.7,9,0.235,0.356,1,0,0,0,592,Very Poor
7363,31,44220.32,23.8,3.6,11,0.383,0.555,0,30,2,0,507,Risky
7364,35,56676.83,2.4,1.0,5,0.526,0.175,0,120,1,0,530,Risky
7365,53,121198.7,0.2,0.5,4,0.099,0.102,2,0,0,0,560,Very Poor
7366,45,38478.79,1.6,7.8,9,0.356,0.097,0,90,2,0,552,Very Poor
7367,46,18075.74,6.9,5.7,4,0.161,0.211,2,30,0,0,543,Risky
7368,30,97613.99,18.6,7.6,7,0.592,0.236,1,0,0,0,594,Very Poor
7369,56,25534.98,1.5,4.4,3,0.491,0.464,1,0,2,0,492,Risky
7370,39,64768.76,9.8,8.9,11,0.111,0.201,2,0,1,0,574,Very Poor
7371,44,31226.35,0.0,10.1,10,0.351,0.441,2,0,1,0,528,Risky
7372,29,55854.54,8.5,17.8,11,0.237,0.395,1,0,0,0,666,Fair
7373,63,140598.17,0.7,27.7,5,0.163,0.153,2,120,0,0,670,Fair
7374,50,45669.02,1.9,11.8,7,0.164,0.378,3,0,0,0,533,Risky
7375,48,75289.5,11.7,11.7,8,0.07,0.041,1,60,0,0,625,Poor
7376,38,146916.63,7.3,0.3,8,0.281,0.195,1,0,0,0,628,Poor
7377,46,128638.86,0.6,7.0,9,0.134,0.44,3,90,2,0,563,Very Poor
7378,22,114149.25,1.9,3.1,6,0.034,0.348,0,120,0,0,548,Risky
7379,39,39351.12,2.3,0.5,8,0.075,0.457,1,0,0,0,555,Very Poor
7380,52,163466.3,8.9,14.3,4,0.316,0.219,0,0,3,0,797,Excellent
7381,37,19128.24,1.3,15.4,8,0.146,0.332,0,0,1,0,625,Poor
7382,29,53301.93,5.6,3.2,5,0.354,0.215,1,30,3,0,515,Risky
7383,56,107399.22,0.2,3.8,6,0.381,0.325,5,0,2,0,532,Risky
7384,30,51715.55,11.7,4.9,10,0.197,0.215,1,0,0,0,609,Poor
7385,36,62240.97,8.6,3.8,13,0.433,0.164,4,30,0,0,525,Risky
7386,36,8872.75,7.6,8.4,20,0.142,0.312,1,0,1,0,471,Risky
7387,59,93461.07,1.6,0.9,14,0.083,0.425,0,60,0,0,577,Very Poor
7388,34,36140.79,18.3,1.8,10,0.282,0.139,1,0,1,0,567,Very Poor
7389,43,29926.23,2.4,9.8,8,0.687,0.247,1,0,0,0,546,Risky
7390,46,28766.32,0.9,8.2,3,0.195,0.14,0,0,2,1,469,Risky
7391,21,60910.38,7.7,2.3,12,0.364,0.242,0,30,0,0,550,Risky
7392,39,22928.41,3.0,11.7,6,0.139,0.18,0,0,2,0,529,Risky
7393,50,31467.76,0.9,16.2,11,0.4,0.22,1,0,1,0,626,Poor
7394,21,16125.2,0.3,2.6,7,0.282,0.337,0,0,0,0,571,Very Poor
7395,50,50829.52,4.6,1.4,8,0.234,0.301,1,30,1,0,535,Risky
7396,69,47057.87,10.8,2.0,5,0.2,0.196,1,0,0,0,565,Very Poor
7397,38,52245.57,10.4,8.4,10,0.308,0.308,0,30,1,0,638,Poor
7398,45,39227.35,2.5,4.0,9,0.375,0.501,2,0,0,0,552,Very Poor
7399,35,84901.82,11.2,12.2,9,0.333,0.613,4,0,0,0,571,Very Poor
7400,40,75496.16,4.7,4.0,10,0.697,0.28,0,0,1,0,579,Very Poor
7401,51,79781.14,5.3,0.6,8,0.232,0.345,2,30,0,0,553,Very Poor
7402,41,46121.94,4.7,0.9,8,0.037,0.111,1,30,1,1,485,Risky
7403,21,20349.35,6.8,1.3,7,0.683,0.317,2,0,1,0,468,Risky
7404,34,47653.21,1.7,4.4,4,0.318,0.385,1,60,2,0,460,Risky
7405,32,197611.66,7.3,2.5,8,0.223,0.244,0,0,0,1,537,Risky
7406,39,34785.83,0.6,3.4,10,0.275,0.44,2,0,2,0,539,Risky
7407,60,10928.7,3.3,4.2,7,0.375,0.329,1,60,0,0,438,Risky
7408,35,133599.72,1.7,2.2,8,0.232,0.166,1,0,1,0,634,Poor
7409,39,29662.07,4.2,2.7,6,0.247,0.433,2,0,1,0,509,Risky
7410,24,31794.8,4.8,32.1,7,0.03,0.385,1,0,2,0,665,Fair
7411,51,84197.92,17.7,5.3,9,0.396,0.261,2,30,0,0,544,Risky
7412,30,84241.86,16.2,0.4,8,0.33,0.186,0,0,1,0,623,Poor
7413,26,82312.37,6.3,3.8,6,0.032,0.189,2,0,1,0,637,Poor
7414,28,45331.27,5.6,6.6,12,0.311,0.121,1,0,2,0,612,Poor
7415,25,123043.55,2.3,7.4,12,0.239,0.2,0,0,1,0,680,Fair
7416,35,30407.42,0.5,9.5,10,0.451,0.33,0,120,1,1,405,Risky
7417,42,22998.31,1.1,7.2,8,0.157,0.015,0,0,0,1,499,Risky
7418,30,47305.29,4.3,4.1,5,0.267,0.295,2,0,1,0,469,Risky
7419,34,39633.41,2.1,12.1,7,0.415,0.608,1,60,1,0,495,Risky
7420,43,59819.31,3.1,0.9,6,0.158,0.085,1,0,3,0,518,Risky
7421,64,32766.16,3.7,0.0,4,0.291,0.519,1,30,0,0,489,Risky
7422,33,76747.23,5.4,1.3,7,0.103,0.193,3,0,2,0,571,Very Poor
7423,21,37444.12,2.2,6.6,8,0.266,0.433,1,30,0,0,512,Risky
7424,42,35885.6,1.6,19.4,6,0.809,0.115,1,30,0,0,600,Very Poor
7425,56,168528.19,0.3,1.1,7,0.174,0.211,0,0,3,0,621,Poor
7426,21,57366.09,0.8,2.0,8,0.352,0.568,1,0,2,1,456,Risky
7427,46,53252.56,1.2,18.2,10,0.119,0.51,0,30,2,0,669,Fair
7428,31,29227.22,3.8,0.2,4,0.173,0.431,1,0,1,0,527,Risky
7429,40,146759.42,1.5,2.9,7,0.187,0.138,0,0,1,0,647,Poor
7430,39,111839.82,4.0,3.8,7,0.218,0.177,0,0,0,0,620,Poor
7431,24,29932.58,5.2,13.1,7,0.259,0.243,0,0,1,0,625,Poor
7432,43,9951.15,0.2,10.2,6,0.452,0.527,0,0,0,0,541,Risky
7433,43,109003.24,8.3,27.1,12,0.249,0.386,0,0,0,0,820,Excellent
7434,38,21894.63,3.9,0.3,8,0.35,0.256,0,0,0,0,588,Very Poor
7435,42,49065.77,6.5,20.9,14,0.218,0.335,1,60,0,0,600,Very Poor
7436,59,157049.6,3.8,14.0,6,0.115,0.267,0,30,1,0,755,Excellent
7437,26,110894.33,1.3,16.4,9,0.353,0.294,0,0,1,0,669,Fair
7438,21,34099.52,3.8,18.1,10,0.176,0.464,0,0,1,0,602,Poor
7439,33,57186.21,1.1,20.9,8,0.305,0.168,1,0,1,0,685,Fair
7440,37,38889.74,2.6,1.0,8,0.214,0.405,0,0,0,0,571,Very Poor
7441,42,76624.28,7.1,30.2,13,0.427,0.137,1,0,0,0,759,Excellent
